title,link,source,published_str,pub_date,doi,last_author,abstract,abstract_source,must_have_abstract
Fluorescent Detection of Aqueous N -Nitrosodimethylamine via Photochemical Transformation and Affinity Capture,https://pubs.acs.org/doi/10.1021/jacs.6c06695,Journal of the American Chemical Society: Latest Articles (ACS Publications),2026-07-09 00:00:00 UTC,2026-07-09 00:00:00+00:00,10.1021/jacs.6c06695,Timothy M. Swager,"N-Nitrosodimethylamine (NDMA) is a water-soluble carcinogen typically quantified using mass spectrometry coupled with chromatographic separation, which requires extensive sample preparation and sophisticated instrumentation. Here, we report a fluorescence-based detection strategy for NDMA in aqueous media that replaces column-based separation with affinity capture. Photochemical transformation of NDMA, followed by reaction with a biotinylated polymeric reagent, generates a biotin-labeled fluorescent product that can be selectively enriched through streptavidin-biotin interaction, enabling effective separation of the analytical signal from background. The assay is performed entirely in water without sample pretreatment, preconcentration, or solvent exchange. Under optimized conditions, quantitative detection is achieved in a plate-based format using only 100 μL samples, affording a limit of detection of 235 ppb. The chemical transformation is completed within 22 min, followed by rapid affinity capture via streptavidin-coated agarose beads or plates. The method is rigorously validated through spectroscopic characterization, selective capture experiments, and quantitative analysis, and demonstrates consistent performance in spiked commercial water samples. These results establish a chemically defined platform for chromatography-independent optical NDMA detection and provide a basis for further development toward scalable sensing formats built on streptavidin-functionalized solid phases.",pubmed,0
Pathways to cost competitive and viable lithium production from Salton Sea geothermal brines,https://www.nature.com/articles/s41467-026-75389-8,Earth and environmental sciences : Nature Communications subject feeds,2026-07-09 00:00:00 UTC,2026-07-09 00:00:00+00:00,,Andrew Z. Haddad,"Lithium supply chains remain heavily concentrated in hard rock and brine resources, creating significant supply risks. Geothermal brines represent an underutilized alternative, yet commercial progress is hindered by the absence of facility-scale cost assessments. Here, we present a techno-economic analysis of large-scale lithium extraction from Salton Sea geothermal brines, drawing on primary company disclosures, process patents, and brine resource modeling. Caused by varying lithium and impurity concentrations, brine dilution over time, and process configurations (e.g., production via carbonation and conversion vs. electrolysis), we find that large-scale production costs may reach ~10,000 United States dollars per ton, but increase up to 22,000 United States dollars per ton with higher certainty of brine modeling, raising concerns about economic competitiveness to conventional low-cost sources. Finally, a project feasibility-focused scenario analyses shows that leveraging brine pre-treatment by-product sales could lower long-term lithium break-even prices by ~5,000 United States dollars per ton, whereas capital cost optimization of 20% could further reduce lithium break-even prices by 10%.",nature_html,0
Asymmetric temperature responses to soil moisture drought legacies under anthropogenic forcing,https://www.nature.com/articles/s41467-026-75496-6,Earth and environmental sciences : Nature Communications subject feeds,2026-07-09 00:00:00 UTC,2026-07-09 00:00:00+00:00,,Josep Peñuelas,"As anthropogenic forcing intensifies, soil moisture droughts have become prevalent across many regions. Soil moisture anomalies can influence near-surface air temperature by modulating both energy and carbon fluxes. However, the annual temperature response to soil moisture anomalies in the year following a soil moisture drought remains unclear. Here, we show that annual soil water loss in the year after soil moisture droughts induces a larger annual warming effect than the annual cooling from an equivalent water gain. This asymmetric response arises only when the effects of anthropogenic greenhouse gas forcing are included, where vegetation is more strongly suppressed after soil moisture drought than enhanced after soil moisture gaining, contributing to reduced transpiration and carbon uptake that collectively amplify warming. More than 60% of global land areas exhibit the asymmetry. Our findings suggest that past climate extremes may accelerate future warming by impairing vegetation’s capacity to regulate biophysical and biogeochemical processes.",nature_html,0
Aligning climate and air quality goals demands early VOC control for China’s ozone pollution,https://www.nature.com/articles/s41467-026-75387-w,Earth and environmental sciences : Nature Communications subject feeds,2026-07-09 00:00:00 UTC,2026-07-09 00:00:00+00:00,,Likun Xue,"Global surface ozone (O3), intensified by climate change, poses increasing health and ecosystem threats. Despite stringent air policies, China’s persistent O3 pollution exemplifies a global challenge intertwined with climate actions reshaping emission pathways. Optimal mitigation remains contentious, primarily due to inconsistent conclusions regarding the sensitivity of summer regional O3 formation. Here we show the path dependency in O3 mitigation strategies for synergistic clean air and climate action goal achievement over multidecade scales. This path dependence is validated by observed concurrent plateaus (2020-2023) in deweathered O3 concentrations and sensitivity trends across Chinese megacity clusters. Leveraging this understanding of path dependency, we quantitatively reveal that the optimal future strategy involves prioritizing early volatile organic compound reductions, as their high effectiveness for regional O3 mitigation gradually diminishes towards 2050. This challenges prevailing nitrogen oxides priority paradigms. Our work reframes O3 control, providing a paradigm for resilient air quality-climate governance.",nature_html,0
Preferential nitrogen retention characterizes current eutrophication in United States lakes,https://www.nature.com/articles/s41467-026-75318-9,Biological sciences : Nature Communications subject feeds,2026-07-09 00:00:00 UTC,2026-07-09 00:00:00+00:00,,Xilong Wang,"The relative retention of nitrogen (N) and phosphorus (P) in lakes and their roles in nutrient cycling remain debated. Although the United States has implemented long-term P control measures in lakes, inexplicable eutrophication exacerbation still reoccurred over the past two decades. Here we geographically track and analyze the nutrient retention changes of 121 lakes in the USA during 2012-2022 using a combination of machine learning and Bayesian hierarchical methods. We find that the preferential retention of P in 70.3% lakes in 2012 shifted to that of N in 85.1% lakes in 2017, and 92.6% lakes in 2022. Four key lake indicators exhibit flickering-like dynamics, which may help identify the nutrient metabolic disorder-like state in the aquatic ecosystem. Overall, our results show that eutrophication in U.S. lakes during 2012-2022 is advancing on the basis of preferential and net nutrient retention shift from P to N, flickering-like dynamics, and associated occurrence of the nutrient metabolic disorder-like state that are all predominantly driven by internal cycling instead of external loading. These patterns are consistent with the possibility of a regime shift rather than simple eutrophication recurrence, and provide insights relevant to lake management and water quality improvement strategies.",nature_html,0
The distribution of Earth’s wind-blown sand dunes,https://www.nature.com/articles/s41467-026-75466-y,Earth and environmental sciences : Nature Communications subject feeds,2026-07-09 00:00:00 UTC,2026-07-09 00:00:00+00:00,,Andrew Gunn,"Sand dunes develop when there is a source of sediment and adequate wind. Dune morphology and occurrence can then be used to infer sediment source distribution and formative climate conditions. This is useful where direct climate observation is challenging on Earth, other planets, and the past. However, there has been no complete and accurate digital map of the occurrence of Earth’s sand dunes with distinguishable morphologies. Here we present that map and demonstrate that in arid environments dune presence is mostly explained by convergent transport and source proximity, whereas in wetter climates wind strength is an additional constraint. By limiting analysis to dunes identified from globally available imagery and topographic data, we produce a consistent dataset useful for inferring myriad aspects of geology and climate, and improving understanding of aeolian landscapes. We provide an example, using barchan dune orientations, to demonstrate a trade-off between inference of sediment and wind characteristics.",nature_html,0
Residue-Driven Degradation and Its Stabilization in NaCl-Assisted WS 2 with 3R Stacking Enrichment,https://pubs.acs.org/doi/10.1021/acsami.6c07675,ACS Applied Materials & Interfaces: Latest Articles (ACS Publications),2026-07-09 00:00:00 UTC,2026-07-09 00:00:00+00:00,10.1021/acsami.6c07675,Won Il Park,"Salt-assisted chemical vapor deposition (CVD) enables large-grain synthesis of 2D transition-metal dichalcogenides, yet residual salts at the growth interface remain a critical bottleneck for ambient stability. Here, we investigate NaCl-assisted metal-organic CVD growth of WS2 and reveal a coupled physical-chemical degradation mechanism driven by Na- and W-containing amorphous residues. Upon air exposure, these residues crystallize and mechanically disrupt the WS2 layer while fostering a hygroscopic, Na-rich environment that drives oxidative breakdown of W-S bonds. Kinetic analysis establishes a thermally activated degradation process with an apparent activation energy of ∼0.22 eV, consistent with moisture-driven residue crystallization. We demonstrate that post-growth annealing (PGA) eliminates these residues and preserves the morphological integrity and optical emission characteristics over month-scale ambient storage. Beyond residue elimination, PGA also drives a pronounced 3R stacking enrichment in multilayer overgrowth regions. First-principles calculations reveal that interlayer Na+ thermodynamically favors the 3R registry, so that 3R is selected during the early, Na-rich stage of annealing and kinetically locked once Na+ is removed. These results establish residue management as a central design principle in salt-assisted 2D material synthesis.",pubmed,0
Multimodal Neuromorphic Sensory Device for Intelligent Perception,https://pubs.acs.org/doi/10.1021/acsami.6c05694,ACS Applied Materials & Interfaces: Latest Articles (ACS Publications),2026-07-09 00:00:00 UTC,2026-07-09 00:00:00+00:00,10.1021/acsami.6c05694,Junwoo Park,"Cross-modal integration in biological systems arises from physically coupled neural processes rather than from parallel signal fusion. Emulating such associative behavior in solid-state hardware remains challenging, particularly for sensory modalities governed by fundamentally different physical domains. Here, we present a visual-gustatory neuromorphic device based on an asymmetric CuO-Cu2O nanowire film that intrinsically couples solid-state optoelectronics with liquid-phase ionics. The heterostructured nanowire network exhibits a pronounced surface photovoltaic effect and spontaneous charge redistribution at the solid-liquid interface, enabling bias-free operation in aqueous environments. Ionic adsorption associated with the chemical response forms an electric double layer that dynamically modulates surface band bending and the majority carrier density. This ionic modulation is intrinsically coupled to the photoresponse, resulting in synergistic amplification of the electrical output. The coupled physical mechanism gives rise to characteristic time-dependent optoelectronic responses that provide a functional basis for the multimodal integration. Importantly, pairing optical and chemical stimuli establishes a persistent cross-modal association, allowing purely visual inputs to evoke gustatory-specific responses after conditioning. This work demonstrates device-level cross-modal associative learning emerging directly from a multimodal sensory device.",pubmed,0
Trans -Phosphonamidate Exchange Enables Epoxy Covalent Adaptable Networks with Intrinsic Fire Safety,https://pubs.acs.org/doi/10.1021/acsami.6c08713,ACS Applied Materials & Interfaces: Latest Articles (ACS Publications),2026-07-09 00:00:00 UTC,2026-07-09 00:00:00+00:00,10.1021/acsami.6c08713,Sabyasachi Gaan,"This work presents the demonstration of phosphonamidate-derived covalent adaptable networks (CANs), offering a promising strategy to overcome the traditional trade-off between sustainability and fire safety in thermoset materials. We introduce phosphonamidate-based curing agents that integrate epoxy curing, intrinsic flame retardancy, and dynamic bond exchange within a single molecular design. These curing agents enable the formation of epoxy-based CANs that can be reprocessed multiple times without loss of performance, enabled by an efficient trans-phosphonamidate exchange mechanism at the P-O bond. The phosphonamidate structure further promotes faster bond exchange relative to other phosphorylated networks, facilitating dynamic network rearrangement. Beyond recyclability, the intrinsic phosphorus-nitrogen framework provides excellent fire resistance, achieving UL-94 V-0 ratings at only 2 wt % phosphorus loading while significantly reducing peak heat release. Importantly, the flame-retardant performance remains stable after repeated recycling, demonstrating the robustness of this approach. Thermal and mechanical analyses reveal tunable glass-transition temperatures, high thermal stability, and durable performance over five recycling cycles. To demonstrate application potential, carbon-fiber-reinforced composites were fabricated, confirming that these CAN systems can be processed into high-performance structural materials. Overall, phosphonamidate hardeners provide a versatile platform for thermoset resins and composites requiring recyclability, fire safety, and structural performance.",pubmed,0
Low-Cost and Scalable Flexible Infrared Detectors Based on VO 2 (B) Nano-Ink: From Single-Device Sensing to Array Imaging,https://pubs.acs.org/doi/10.1021/acsami.6c07701,ACS Applied Materials & Interfaces: Latest Articles (ACS Publications),2026-07-09 00:00:00 UTC,2026-07-09 00:00:00+00:00,10.1021/acsami.6c07701,Chongwen Zou,"Vanadium oxide (VOx)-based uncooled infrared (IR) microbolometers have been commercially used in thermal sensing and imaging owing to their compact form factor, low power consumption, and high operational stability. However, the intrinsically low temperature coefficient of resistance (TCR) value of VOx compound, nonflexible devices, and costly fabrication processes remain critical bottlenecks for a wearable IR device or other specific applications. Here, we prepare a flexible IR thermal detector with VO2(B) nanosheet ink via a facile and scalable drop-casting strategy. Due to the achieved high TCR of VO2(B) up to 4.57% K-1 at room temperature, the IR device shows the responsivity of 9.84 A/W and a specific detectivity of 3.27 × 108 Jones at room temperature. This flexible IR sensor is utilized for respiratory rate monitoring, which demonstrates stable and sensitive performance. A prototype for noncontact digital IR imaging is realized through integration into a 5 × 5 flexible printed circuit array, showing the great potential for fabricating large-scale and high-pixel flexible IR detectors. Our work not only establishes a low-cost and scalable materials-to-device integration strategy for flexible IR thermal sensing but also paves the way for VO2(B)-based systems for next-generation wearable and large-area infrared imaging technologies.",pubmed,0
