title,link,source,published_str,pub_date,doi,last_author,abstract,abstract_source,must_have_abstract
On the road to cost competitiveness,https://www.nature.com/articles/s44359-026-00215-9,Nature Reviews Clean Technology,2026-08-27 00:00:00 UTC,2026-08-27 00:00:00+00:00,10.1038/s44359-026-00215-9,Laura Zinke,An article in Nature Communications examines the economics of zero-emission heavy-duty trucks.,rss_nature,0
Push-Pull Engineering Enables Dual-Electron Redox in Phenoxazine Cathodes for Lithium Dual-Ion Batteries,https://doi.org/10.1021/acsenergylett.6c01688,ACS Energy Letters,2026-08-27 00:00:00 UTC,2026-08-27 00:00:00+00:00,10.1021/acsenergylett.6c01688,Wu Tang,"Abstract Phenoxazine-based compounds are valuable cathode materials owing to their high theoretical capacity and robust redox reversibility. However, insufficient intramolecular charge delocalization destabilizes deeply oxidized states and limits dual-electron transfer. Herein, a “push-pull electronic engineering” strategy is developed by incorporating delocalizing electron-deficient units into the phenoxazine framework to regulate frontier molecular orbitals, extend π-electron delocalization, and stabilize deeply oxidized states. Two isomers, 2,7-di(10H-phenoxazin-10-yl) tribenzo[a,c,i]phenazine-10,15-dione (2,7-DPTBD) and its 3,6-substituted counterpart (3,6-DPTBD), are synthesized. Both materials exhibit reversible dual-electron oxidation. Nevertheless, steric hindrance in 3,6-DPTBD weakens the push-pull interaction and reduces its electrochemical performance. Consequently, 2,7-DPTBD delivers a high energy density of 668 Wh kg–1 at an average discharge potential of 2.56 V. Furthermore, a full cell employing graphite anodes achieves a peak discharge capacity of 211 mAh g–1 and maintains stable cycling over 1000 cycles. Symmetric dual-ion batteries are assembled based on the bipolar characteristics of 2,7-DPTBD, which stably operate for 200 cycles.",crossref,0
Direct Microscale Observation of Additive-Triggered Reduction in Tin Halide Perovskites,https://doi.org/10.1021/acsenergylett.6c01751,ACS Energy Letters,2026-08-27 00:00:00 UTC,2026-08-27 00:00:00+00:00,10.1021/acsenergylett.6c01751,Iván Mora-Seró,"Abstract We investigate the nanoscale function of additives used for tin-containing perovskites, using the archetypal FASnI3 (FA = formamidinium). First, we find that the addition of sodium borohydride (NaBH4) is inhomogeneous, with 200–500 nm aggregates forming on the FASnI3 surface. The inhomogeneous distribution of NaBH4 leads to a relatively small (∼1% of the film) amount of reduced perovskite, but the macroscopic properties are dominated by the overwhelming space without any treatment. Upon illumination, more aggregate regions (∼13%) become activated due to reduction of photogenerated I2. On the other hand, when we combine NaBH4 with dipropylammonium iodide (DipI) passivation and illuminate, we observe a much more homogeneous activation effect, which we attribute to denser coverage of NaBH4. We find that the iodine content in FASnI3 films treated with NaBH4 and DipI is 64% less than in those treated with NaBH4 alone. These results underline that the microscale configuration of different additives in tin perovskites is deeply interconnected and it is essential to uncover their chemical reactivity.",crossref,0
Decoupling Charge-Phonon Transport via Hierarchical Interface Reconstruction in Skutterudite Thermoelectrics,https://doi.org/10.1021/acsenergylett.6c02276,ACS Energy Letters,2026-08-27 00:00:00 UTC,2026-08-27 00:00:00+00:00,10.1021/acsenergylett.6c02276,Ran Ang,"Abstract A central challenge in thermoelectric science is to break the intrinsic coupling between charge and heat transport. Herein, we demonstrate that thermally driven interface reconstruction in perovskite-modified skutterudites generates a hierarchical defect architecture that enables simultaneous regulation of electronic and phononic transport. By deliberately integrating point defects, (Pb, In)-rich nanoprecipitates, and multiscale pores into a unified interfacial framework, the reconstructed microstructure enhances carrier-energy selectivity while fostering broadband phonon scattering across multiple length scales. This synergy effectively mitigates the conventional electrical–thermal trade-off, yielding a peak zT of ∼1.76 at 773 K. A seven-couple thermoelectric generator assembled from the optimized material delivers a conversion efficiency of 8.1% under a temperature difference of 452 K. Collectively, these findings establish hierarchical interface reconstruction as a powerful strategy for transport decoupling and highlight defect-architecture engineering as a versatile design principle for thermoelectric energy conversion.",crossref,0
Enhanced Photocatalytic C–N Coupling by Synergistic Facet and Spin-State Modulation in Mixed-Valent WO x,https://doi.org/10.1021/jacs.6c09316,Journal of the American Chemical Society,2026-08-27 00:00:00 UTC,2026-08-27 00:00:00+00:00,10.1021/jacs.6c09316,Xue Duan,"Abstract Urea is an essential chemical widely used in agriculture and consumer products, yet its conventional Bosch–Meiser synthesis is energy-intensive and carbon-intensive. Photocatalytic urea synthesis from N2, CO2, and H2O offers a sustainable alternative, but efficient C–N coupling is fundamentally limited by the trade-off between intermediate stability and surface migration needed for efficient C–N coupling processes. Strong adsorption of intermediates limits diffusion, whereas weak adsorption causes premature desorption, restricting the C–N coupling efficiency. Facet and spin-state engineering provide a promising route to balance intermediate stabilization, mobility, and interfacial charge transfer. Herein, we prepared oxygen-deficient WOx (x = 2.33–2.90) photocatalysts, including nanorods (WO2.33(100)) and nanosheets (WO2.90(001)), by a facile hydrothermal and plasma-treatment method. WO2.33(100) delivered a high photocatalytic urea production rate of 1451.38 μg g–1 h–1 under UV irradiation (λ = 365 nm) in a microflow reactor, representing a 3.2-fold enhancement over WO2.90(001) and ranking among the most efficient urea-synthesis photocatalysts reported to date. Mechanistic studies, including isotope labeling, in situ ATR-FTIR, and DFT calculations, reveal that facet-confined oxygen vacancies stabilize low-spin WIII (d3) centers, which simultaneously optimize N2 adsorption while preserving the surface mobility of *NO intermediates, thereby enabling efficient C–N coupling. This work establishes a facet-confined oxygen-vacancy strategy for spin-state regulation of surface intermediates and C–N coupling pathways, providing a general strategy for improved photocatalytic urea synthesis for smart agriculture.",crossref,0
Catalytic Hydroacylation of Alkynes with Aldehydes by a Cp′Mo Catalyst,https://doi.org/10.1021/jacs.6c14278,Journal of the American Chemical Society,2026-08-27 00:00:00 UTC,2026-08-27 00:00:00+00:00,10.1021/jacs.6c14278,Chun-Xiang Zhuo,"Abstract Transition-metal-catalyzed intermolecular hydroacylation of alkynes offers an atom-economical route to synthetically valuable enones, yet its widespread utility is often hampered by noble-metal reliance and competing decarbonylation side pathways. Herein, we report the first catalytic intermolecular hydroacylation of alkynes using non-noble molybdenum catalysts bearing a tetramethylcyclopentadienyl ligand. Under this molybdenum catalysis, the enone products were obtained in up to 97% yield with excellent E/Z selectivity. The methodology tolerates broad functional groups across aromatic, heteroaromatic, and unchelated aliphatic aldehydes alongside aryl, heterocyclic, and alkyl substituted alkynes and enables derivatization of pharmaceutically relevant molecular skeletons. The intramolecular substrate 4 exhibits catalyst-controlled divergent reactivity: the Cp′Mo complex promotes a hydroacylation process, while a Mo(CO)6/ortho-benzoquinone catalytic system switches reactivity toward carbonyl–alkyne metathesis. Preliminary mechanistic studies suggest a catalytic cycle proceeding via oxidative addition of the formyl C–H bond, alkyne migratory insertion, and reductive elimination. This work establishes low-valent Cp′Mo complexes as a distinct class of non-noble hydroacylation catalysts with unique selectivity and tunable reaction manifolds.",crossref,0
Solvent Leveling Explains Supercharging in Electrospray Ionization Mass Spectrometry,https://doi.org/10.1021/jacs.5c19320,Journal of the American Chemical Society,2026-08-27 00:00:00 UTC,2026-08-27 00:00:00+00:00,10.1021/jacs.5c19320,Rachel R. Ogorzalek Loo,"Abstract Supplementing standard electrospray ionization (ESI) solvents with specific low-volatility organic compounds (e.g., sulfolane or any positional isomer of nitrobenzyl alcohol) increases biomolecular analyte charge for mass spectrometry in the phenomenon known as supercharging. Controversial mechanisms responsible for increasing charge are considered, and the data is found to correlate highly to solvent leveling; i.e., protonated solvent is the strongest acid in a solution because any stronger acid simply dissociates to protonate more solvent. Hence, the recipe for increasing charge in positive ion mode is to make the protonated solvent into a stronger acid (equivalent to reducing the neutral solvent’s basicity). That change is accomplished by adding involatile, weak bases to the solvent. A secondary effect of weak base additives is to suppress the solution-phase ionization of weak acid residues; e.g., reducing opposite charging. Here the abilities of analogous compounds to increase or decrease charging in positive ion mode ESI are predicted from experimentally measured basicities. Consistently, amides, nitriles, and pyrazoles more basic than water reduced the average charge of protein analytes electrosprayed from denaturing solutions, while analogues less basic than water increased the average charge, establishing the veracity of solvent leveling as a supercharging mechanism. In other words, reducing the charge departing on solvent leaves more charge for the protein analyte.",crossref,0
Domain-Swapped LuxR-Type Quorum Sensing Receptors Reveal Divergent Ligand-Response Mechanisms among Homologues,https://doi.org/10.1021/jacs.6c11050,Journal of the American Chemical Society,2026-08-27 00:00:00 UTC,2026-08-27 00:00:00+00:00,10.1021/jacs.6c11050,Helen E. Blackwell,"Abstract LuxI/R quorum sensing controls diverse cell density-dependent behaviors in gram-negative bacteria, yet the molecular basis of LuxR-type receptor response to ligands remains poorly defined. This gap limits both mechanistic understanding of signaling and the rational design of synthetic LuxR modulators. LuxR homologues exhibit two response modes: associative receptors require N-acyl l-homoserine lactone (AHL) signal binding to enable DNA binding and transcriptional activation, whereas dissociative receptors are active without ligand and inhibited upon AHL binding. Herein, we dissect determinants of ligand-response type using domain swapping and mutagenesis across four archetypical receptors: the associative receptors LasR (Pseudomonas aeruginosa) and MrtR (Mesorhizobium tianshanense), and the dissociative receptors EsaR (Pantoea stewartii) and ExpR2 (Pectobacterium versatile). Analyses of domain-swapped receptors revealed that the ligand-binding domain largely dictates associative versus dissociative behavior in response to native AHL agonists. Consistently, non-native AHL-derived antagonists retained their activity when DNA-binding domains were interchanged, underscoring the primacy of the ligand-binding module. We also found that the extended interdomain linker characteristic of dissociative receptors does not determine response mechanism. Instead, our data implicate receptor-specific interdomain interactions in activation. Notably, deletion of a single residue in EsaR converted this dissociative receptor into an associative one, representing, to our knowledge, the first example of such a mechanistic inversion in a LuxR-type protein. Together, these findings define key structural features governing ligand response and reveal unexpected mechanistic plasticity, providing a foundation for more informed design of next-generation quorum sensing modulators with enhanced specificity, potency, and predictable activity across diverse receptors.",crossref,0
Allene Cyclopropanation with Fluoroalkyl Carbenes,https://doi.org/10.1021/jacs.6c08821,Journal of the American Chemical Society,2026-08-27 00:00:00 UTC,2026-08-27 00:00:00+00:00,10.1021/jacs.6c08821,Xihe Bi,"Abstract [2 + 1] Cycloaddition is among the most widely studied strategies for building strained small-ring scaffolds in organic synthesis, yet the corresponding reaction involving substrates with cumulated unsaturated bonds poses a persistent challenge, due to the demand for concurrent regulation of chemo-, regio- and Z/E-selectivities across competing reactions. Herein, we report the first divergent allene cyclopropanation with fluoroalkyl carbenes derived from fluoroalkyl triftosylhydrazones under distinct catalyst systems. The protocol achieves formal regiodivergent cyclopropanation of allenes at either terminal or internal double bonds; cyclopropanation of allenes with difluoromethyl or trifluoromethyl carbenes; enantioselective cyclopropanation of allenes. Density functional theory calculations clarify the stereoselective and regioselective control mechanisms induced by divergent catalysts. Notably, this work delivers a diverse library of fluoroalkylated methylenecyclopropanes, alkylidenecyclopropanes and chiral analogues, creating new opportunities for organic synthesis and drug discovery.",crossref,0
Metal-Acid Balance Enables Earth-Abundant Metal Upcycling of Polyolefins to Jet Fuel,https://doi.org/10.1021/jacs.6c12134,Journal of the American Chemical Society,2026-08-27 00:00:00 UTC,2026-08-27 00:00:00+00:00,10.1021/jacs.6c12134,Ding Ma,"Abstract Hydrocracking over bifunctional metal–acid catalysts offers a promising route for converting polyolefin waste into liquid fuels, but highly active and economically viable non-noble-metal catalysts remain scarce. Here we show that such catalysts can be developed by independently tuning metal and acid sites to balance the tandem reactions occurring on them. Using inert zirconia as the support, we introduced atomically dispersed Ni and sulfate species to create independently tunable metal and acid functions. This design balances the rates of (de)hydrogenation and C–C bond cleavage of the substrate, enabling efficient polyolefin conversion. The optimized Ni–ZrO2/SO42– catalyst converted 200 g of postconsumer plastics into 187 g of methane-free fuels (C3–C20), including 117 g in the jet-fuel range (C8–C16). A volcano relationship between catalytic performance and the metal-to-acid ratio reveals a narrow optimum, underscoring the need for precise control of metal–acid balance. Extension of this strategy to Co- and Mo-based systems further demonstrates its generality and potential for scaled-up polyolefin upcycling.",crossref,0
