title,link,source,published_str,pub_date,doi,last_author,abstract,abstract_source,must_have_abstract
A decoupled transcription platform enables tunable and predictable gene expression in yeast,https://www.nature.com/articles/s41467-026-76008-2,Biological sciences : Nature Communications subject feeds,2026-07-27 00:00:00 UTC,2026-07-27 00:00:00+00:00,,Jianguo Yang,"Predictable control of gene expression is essential for building genetic circuits and improving metabolic pathways, but conventional promoter libraries often behave unpredictably when genes are combined. Here we develop CRISPR-Activated Promoter-based Orthogonal expression (CAPO), a quantitative platform for controlling multiple genes in yeast. CAPO uses synthetic CRISPR-activated promoters that remain silent until matching guide RNAs recruit dCas9-VPR. We tune each gene by varying guide RNA abundance with defined T7 promoters, while keeping regulatory channels orthogonal. CAPO reaches expression levels comparable to strong native yeast promoters, maintains low background activity, and preserves promoter-strength order across different genes. We apply CAPO to program broad fluorescence color outputs and to rapidly optimize lycopene and 3-hydroxypropionic acid biosynthesis. These results establish CAPO as a scalable platform for predictable engineering of eukaryotic gene networks.",nature_html,0
Reversible control of post-Golgi transport by brefeldin A reveals recycling endosome maturation during glycosylphosphatidylinositol-anchored protein transport,https://www.nature.com/articles/s41467-026-75784-1,Biological sciences : Nature Communications subject feeds,2026-07-27 00:00:00 UTC,2026-07-27 00:00:00+00:00,,Akiko K. Satoh,"Post-Golgi transport plays a crucial role in establishing and maintaining cellular function; however, its mechanism of action remains unclear. Therefore, a system to manipulate post-Golgi transport is highly desirable. In this study, we developed a brefeldin A (BFA)-controlled system to block and restart post-Golgi transport freely, allowing the detailed observation of cargo exit from Golgi stacks using live-cell imaging, electron microscopy, and biochemical analysis. Using this system, glycosylphosphatidylinositol-anchored protein (GPI-AP) transport from the trans-Golgi network (TGN) to Golgi-associated recycling endosomes (GA-REs) was visualized. GA-REs expanded during GPI-AP uptake, indicating maturation from the TGN into REs, which later detached as free REs released from the Golgi stacks. Tubular and pearled GPI-AP-positive structures formed on the TGN, which were likely GA-REs transporting GPI-AP from the TGN. REs matured in AP-1-deficient cells, whereas GA-RE detachment was impaired, and long-tubules were observed, thereby delaying GPI-AP delivery to the plasma membrane.",nature_html,0
β-cell FMO3-produced TMAO prevents NF-κB-mediated senescence and inflammation in ageing and diabetic conditions,https://www.nature.com/articles/s41467-026-76075-5,Biological sciences : Nature Communications subject feeds,2026-07-27 00:00:00 UTC,2026-07-27 00:00:00+00:00,,Xiaomu Li,"Human cells utilize gut microbiota-derived metabolites to control systemic metabolism. Trimethylamine N-oxide (TMAO) is traditionally considered a hepatocyte-derived metabolite from microbial trimethylamine. Here we show that pancreatic β-cells also produce TMAO as an autocrine and intracellular metabolite to maintain β-cell function. β-cells synthesize TMAO via flavin-containing monooxygenase 3 (FMO3), but this machinery deteriorates in humans and rodents under diabetic and ageing conditions. β-cell-specific deletion of FMO3 depletes intracellular TMAO, leading to senescence, inflammation, and defective glucose-stimulated insulin secretion, causing age-dependent glucose intolerance in mice. Loss of FMO3 triggers nuclear factor kappa-B (NF-κB) activation, promoting senescent and inflammatory responses. Mechanistically, TMAO binds to inhibitor of kappa B alpha (IκBα), which inhibits IκBα degradation and NF-κB nuclear translocation, thereby blocking NF-κB-mediated transcription of senescent and inflammatory programs. Replenishment of FMO3 reduces NF-κB activation and senescence in aged human islets. Our findings reveal a protective role of β-cell-derived TMAO against ageing-related β-cell dysfunction.",nature_html,0
Autonomous bioisosteric replacement for multi-property optimization in drug design,https://www.nature.com/articles/s41467-026-75512-9,Biological sciences : Nature Communications subject feeds,2026-07-27 00:00:00 UTC,2026-07-27 00:00:00+00:00,,Woo Youn Kim,"Optimizing molecular properties while preserving biological activity is a central challenge in drug design. Bioisosteric replacement, which substitutes a molecular fragment with a chemically or biologically analogous moiety, offers a powerful strategy for fine-tuning properties without disrupting target binding. However, existing in silico approaches often rely on expert-defined modification sites or struggle to modulate multiple molecular properties simultaneously. Here, we present DeepBioisostere, a deep generative model that performs end-to-end bioisosteric replacement by autonomously selecting and substituting molecular fragments to satisfy multiple target properties. The model captures complex relationships across the molecular graph, enabling the optimization of sophisticated properties such as drug-likeness and synthetic accessibility. By learning from experimental bioassay data, DeepBioisostere proposes replacements that maintain biological activities, even generating potential bioisosteres beyond the training data. We demonstrate the effectiveness of the model in computational hit-to-lead optimization scenarios, highlighting its potential to accelerate rational molecular design without relying on expert heuristics or pre-established substitution rules.",nature_html,0
Microfluidic pulse oscillator enabled by a shapeshifting liquid metal capacitor,https://www.nature.com/articles/s41467-026-76085-3,Physical sciences : Nature Communications subject feeds,2026-07-27 00:00:00 UTC,2026-07-27 00:00:00+00:00,,Sheng Yan,"Analogous to an inductor-capacitor oscillator circuit, the microfluidic oscillator employs a logic fluidic network to generate cascading and oscillatory flows, bringing the advanced function of flow control to the lab-on-chip platform. Despite notable advancements, current microfluidic oscillators are predominantly limited to fixed multilayer structures and cannot satisfy the requirements for flexibility, reconfigurability, and rapid-response characteristics. Herein, we developed a monolayer microfluidic pulse oscillator with a shapeshifting liquid metal (LM) capacitor for real-time control of oscillatory flows. This fluidic pulse oscillator exploits the interplay between LM capacitive energy storage and the surrounding Marangoni flow to convert stored interfacial energy into fluidic pulsed motion and realize fluid oscillation in alternating current fields. A theoretical model considering fluidic resistance, capacitance, and inductance is developed to decipher the fluid flow behavior. Furthermore, we employed both particle tracing to track transient flow field changes and numerical simulations to characterize the flow dynamics. The results reveal that vortex flow emerges in the near-field region adjacent to the LM capacitor, while pulse oscillatory flow prevails in the far-field region distant from the LM capacitor and occupies most of the microchannel. Axial oscillation and lateral lift-induced cumulative displacement are employed by oscillatory flow for frequency-tunable particle focusing and separation. By leveraging the principles of electronic circuits, the microfluidic pulse oscillator enables the advanced control of liquids and suspended particles for more lab-on-a-chip applications.",nature_html,0
Harnessing chloride to drive catalyst reconstruction for durable and efficient seawater electrolysis,https://www.nature.com/articles/s41467-026-76145-8,Physical sciences : Nature Communications subject feeds,2026-07-27 00:00:00 UTC,2026-07-27 00:00:00+00:00,,Yingwei Li,"Direct seawater electrolysis offers an attractive route for sustainable hydrogen production, yet its practical implementation remains constrained by the corrosive nature of chlorion (Cl−). Here, we reveal that trace amounts of Cl−, rather than being detrimental, can play a constructive role in directing the structural evolution of transition-metal catalysts. Guided by this insight, NiS2 nanoparticles with controlled loading amounts on NiFe-MOF nanosheets (denoted as NiFe-MOF-S) are designed to enable fine regulation of Cl− proximity to the active metal sites. This design promotes the in situ reconstruction of catalyst into a dense γ-NiFeOOH phase with short Ni–Fe bond lengths, which triggers a mechanistic shift from the lattice-oxygen-mediated pathway to oxide path mechanism. NiFe-MOF-S achieves high oxygen evolution performance in alkaline seawater (1 M KOH + seawater), requiring a much lower overpotential of 213 mV to reach 500 mA cm−2 in alkaline seawater than that in alkaline water (1 M KOH) (268 mV). Furthermore, the electrocatalyst demonstrates high durability with a degradation rate of only 1.4 μV h−1 for over 7000 hours at 1.0 A cm−2 in alkaline seawater. A kilowatt-level alkaline seawater electrolyzer equipped with NiFe-MOF-S/NF operates reliably for over 1500 hours at industrially relevant conditions.",nature_html,0
SLC26A11 is an atypical solute carrier with dual transport-channel function mediating lysosomal sulfate transport,https://www.nature.com/articles/s41467-026-75749-4,Biological sciences : Nature Communications subject feeds,2026-07-27 00:00:00 UTC,2026-07-27 00:00:00+00:00,,Eric R. Geertsma,"Membrane transporters and channels are generally assumed to be based on distinct structural and functional principles. SLC26A11, a solute carrier with high expression levels in the brain, has been proposed to function as either an anion transporter or a channel. Here, we resolve this apparent discrepancy by demonstrating that SLC26A11 is a dual-function protein capable of operating as both a sulfate transporter and a chloride channel. By resolving its structure and combining biochemical studies and molecular dynamics simulations, we show that SLC26A11 exhibits all the hallmarks of a secondary transporter. The mechanistic basis for its selective ion transport identifies the protein as the elusive lysosomal sulfate exporter. Additionally, we demonstrate that SLC26A11 exhibits an uncoupled, channel-like chloride conductance gated by proton:sulfate symport. Our finding that the chloride-conducting state arises from the transport cycle may contribute to the development of therapeutic strategies for treating brain edema, and the identification of its role in lysosome sulfate efflux may provide new approaches to study and treat lysosomal storage diseases.",nature_html,0
The existential choice facing UK physics facilities: commercialize or close,https://www.nature.com/articles/d41586-026-02171-7,Nature,2026-07-27 00:00:00 UTC,2026-07-27 00:00:00+00:00,10.1038/d41586-026-02171-7,Elizabeth Gibney,"The national synchrotron source, a laser facility and a particle accelerator are under threat of closure unless cash is found.",rss_nature,0
Flexible organic thin-film transistors for all-in-one retinomorphic acceleration enabled by inorganic-organic heterogeneous dielectrics,https://www.nature.com/articles/s41467-026-76116-z,Physical sciences : Nature Communications subject feeds,2026-07-27 00:00:00 UTC,2026-07-27 00:00:00+00:00,,Wenping Hu,"Organic neuromorphic visual sensors promise to overcome the limitations of conventional image sensors, but a trade-off between efficient charge transport and charge trapping has hindered the development of interfaces that combine efficient optical sensing and non-volatile memory. Here we show that an inorganic-organic heterogeneous dielectric (Al2O3/PAA), fabricated by low-temperature plasma-enhanced atomic layer deposition and spin-coating, enables flexible thin-film transistors with integrated sensing-memory-processing functions. The devices exhibit an average mobility of 22.65 cm2 V−1 s−1, a 30 µs optical response to 450 nm light, charge retention exceeding ten years, write/erase endurance over 104 cycles, an electrical response down to 130 ns, and stable multilevel programming at 10 µs. They emulate synaptic plasticity and achieve recognition accuracies of 99.49% (gesture), 94.78% (digit) and 92.56% (face). When integrated with a convolutional neural network accelerator, the system demonstrates real-time, interference-resistant face detection, highlighting the potential of this dielectric architecture for flexible neuromorphic vision systems.",nature_html,0
"High-diversity base mutagenesis via simultaneous adenine, cytosine and guanine editing",https://www.nature.com/articles/s41467-026-76020-6,Biological sciences : Nature Communications subject feeds,2026-07-27 00:00:00 UTC,2026-07-27 00:00:00+00:00,,Liang Chen,"Base editors hold great promise in endogenous mutagenesis for genetic screening. However, the development of base editors that induce saturated multi-base conversions with diverse mutation spectrum is challenging. Here, we develop triple base editors (smACGs) that simultaneously mutagenize adenine, cytosine, and guanine within the same allele. Through screening and embedding engineered deaminase and alkyladenine DNA glycosylase variants in Cas9 structure, smACGmax is generated to catalyze robust triple-base conversion efficiencies of up to 41% across varied sequence contexts while maintaining low RNA off-target effects compared to previous dual-base editors. We apply smACGmax to enable high coverage (94%) of targeted HBEGF mutagenesis that identified diphtheria toxin-resistant mutations and to dissect SF3B1 variants with alternative splicing specificity via complex single, double, and triple base conversion screening. smACGmax expands base conversion capability from single and double substrates to trinucleotide level, which facilitates the generation of high-diversity and complex genetic variants, providing a useful platform for mutagenesis-based application.",nature_html,0
