title,link,source,published_str,pub_date,doi,last_author,abstract,abstract_source,must_have_abstract
An inherent T cell-activating mRNA delivery carrier for in vivo CAR T generation,https://www.nature.com/articles/s41563-026-02675-7,Nature Materials,2026-08-12 00:00:00 UTC,2026-08-12 00:00:00+00:00,10.1038/s41563-026-02675-7,Huayu Tian,"The clinical success of chimeric antigen receptor (CAR) T cell therapy requires scalable, non-invasive strategies for in vivo T cell engineering. Although mRNA delivery offers a promising alternative, lipid-nanoparticle-based carriers show limited efficiency for in vivo T cell transfection and typically require antibody conjugation. Here we report an inherent T cell-activating polymer-lipid nanoparticle that enables ligand-free, efficient mRNA transfection and activation of T cells in vivo. This mRNA delivery vehicle, composed of p-toluenesulfonyl arginine (RT)-modified oligoethylenimine-based lipid nanoparticles (ERTLNPs), preferentially mediated mRNA transfection in the spleen following systemic administration. Without exogenous stimulation, ERTLNPs intrinsically activated T cells, triggering robust mRNA expression and proliferation. Mechanistically, ERTLNPs engaged the PI3K/AKT/mTOR signalling axis to reprogram T cell metabolism, promoting expansion and restraining exhaustion. The systemic delivery of mRNA encoding fibroblast activation protein CAR via ERTLNPs contributed to the in situ generation of functional CAR T cells, which efficiently eliminated pathological fibroblasts in models of cancer and fibrosis, with minimal off-target effects. This ligand-free, metabolically reprogramming mRNA delivery system provides a clinically translatable approach for in vivo CAR T cell generation.",pubmed,0
Superconducting 2D cuprate with a single CuO2 plane,https://www.nature.com/articles/s41586-026-10857-1,Nature,2026-08-12 00:00:00 UTC,2026-08-12 00:00:00+00:00,10.1038/s41586-026-10857-1,Yuanbo Zhang,"Atomically thin van der Waals crystals epitomize ideal material systems in the two-dimensional (2D) limit. This reduction in dimensionality often leads to important consequences, best exemplified by the emergence of new physics in graphene and other 2D materials that can be readily tuned by gating1,2. Vast opportunities arise in extending this top-down approach to other material systems. Recent experiments have demonstrated that the essential physics of high-temperature superconductivity in cuprates is contained within just two CuO2 planes3. Here we push dimensionality reduction to the extreme by examining a single layer of Bi2Sr2CuO6+δ (Bi-2201), which comprises only one CuO2 plane. In this ultimate 2D limit, we observe a robust dimensionality effect that manifests as an approximately 10% reduction in the optimal superconducting transition temperature. Moreover, this reduction in dimensionality offers unprecedented tunability-we successfully extended the phase diagram of Bi-2201 into uncharted territories via finely controlled oxygenation of single-monolayer specimens. Leveraging this tunability, we discovered that an anomalous metal state emerges between the insulating and superconducting states as the temperature approaches zero. Concurrently, we observe an anomalous scaling behaviour characterized by a divergent critical exponent. These findings illuminate the nature of the superconductor-to-insulator quantum phase transition in cuprates.",pubmed,0
Heterogeneous climatic controls on tropical-forest biomass,https://www.nature.com/articles/s41586-026-10880-2,Nature,2026-08-12 00:00:00 UTC,2026-08-12 00:00:00+00:00,10.1038/s41586-026-10880-2,Ralph Dubayah,"Tropical-forest aboveground biomass (AGB) is a major component of the global carbon cycle and understanding its response to climate change is crucial for predicting future climate-carbon feedbacks. Yet debate continues as to whether differences between studies in observed associations with climate reflect true regional variation or methodological differences1-5. Here we analyse around 16 million spaceborne-LiDAR-derived estimates of AGB for the year 2020 across intact lowland forests in the Amazon, the Congo Basin and Southeast Asia to investigate how climatic variables differentially relate to AGB on pantropical scales. We show that climatic associations with AGB are heterogeneous and depend on environmental context. Temperature dominates in drier forests, with AGB in the Congo Basin the most sensitive to warming, whereas Southeast Asian forests have the strongest declines in AGB under increasing water limitation. Across regions, the effects of temperature and drought anomalies intensify with aridity and are further modified by soils and topography. In the tallest (above 70 m), carbon-dense forests6,7, storms (lightning and windthrow) emerge as a strong negative driver. These results reconcile previously conflicting findings and show that predicting tropical-forest carbon storage requires accounting for interactions among climate, disturbance, soil and topography in a variety of biogeographical contexts.",pubmed,0
Evidence for the first globular cluster stellar stream beyond the Milky Way,https://www.nature.com/articles/s41586-026-10878-w,Nature,2026-08-12 00:00:00 UTC,2026-08-12 00:00:00+00:00,10.1038/s41586-026-10878-w,Catherine Fielder,"Abstract
                  
                    The dark matter content of ultra-diffuse galaxies (UDGs) is the subject of considerable debate
                    1–5
                    . Stellar streams, which form when a host galaxy tidally strips stars from an orbiting stellar system, provide a powerful technique to constrain the dark matter content of external galaxies
                    6
                    . The stripped stars form long, thin leading and trailing tidal arms that persist for billions of years. Stellar streams from globular clusters (GCs) are particularly sensitive probes of dark matter halos and substructure
                    7–10
                    . GC streams are expected to exist in a variety of host galaxy types
                    11,12
                    but, so far, they have only been observed in the Milky Way (MW). Here we present evidence for the first, to our knowledge, extragalactic GC stellar stream, identified in deep Hubble Space Telescope (HST) imaging of the UDG UGC 9050-Dw1. The stream’s morphology, colour and apparent association with a compact source support the GC progenitor interpretation observationally and we reproduce the observed surface brightness with simulated GC stellar populations. We use generative stream modelling, which fits dynamical models directly to the stream morphology, to constrain the mass of the progenitor and present the first stream-based halo constraint for an UDG. The stream models point to a GC origin and suggest a massive dark matter host halo. By extending the reach of GC stream analysis to external galaxies, this work opens a new chapter in dark matter science.",crossref,0
Maternal influences on infant gut microbiome and health,https://www.nature.com/articles/s41586-026-10922-9,Nature,2026-08-12 00:00:00 UTC,2026-08-12 00:00:00+00:00,10.1038/s41586-026-10922-9,Alexandra Zhernakova,"The establishment of the infant gut microbiome is critical for later health1,2, yet how it is shaped by maternal and early-life factors remains unclear. Here we metagenomically sequenced 4,526 longitudinal faecal samples from 714 mother–infant pairs in the Dutch birth cohort Lifelines NEXT, spanning 12 weeks of pregnancy to 1 year postpartum. We integrated these data with 474 clinical and exposure variables, and with ultra-deep sequencing of breast milk and vaginal microbiomes. We observe that the maternal gut microbiome undergoes only subtle changes during pregnancy and postpartum, influenced by diet, infections and pre-pregnancy smoking. The maternal gut microbiome is a major reservoir for infant gut strains, with only occasional transmission from vaginal and breast milk microbiomes. Mother–infant gut strain sharing is time dependent, and higher maternal gut species abundance increases the likelihood of strain transmission. We find that the maternal gut microbiome is a predictor of infant eczema. Mode of delivery and feeding mode primarily shaped the infant gut microbiome and its functional profiles, with maternal exposures also having a role. Of 585 vaginally delivered infants, 155 were born at home, but home delivery was only moderately associated with infant gut microbiome composition, similar to other birth parameters such as duration of pushing and ruptured membranes. Overall, we highlight the central role of the mother and her microbiome in shaping the infant gut ecosystem and early health outcomes.",nature_html,0
Numerous bow shocks in the outer Helix Nebula,https://www.nature.com/articles/s41586-026-10724-z,Nature,2026-08-12 00:00:00 UTC,2026-08-12 00:00:00+00:00,10.1038/s41586-026-10724-z,Carter Rhea,"Near the end of their lives, low-mass and intermediate-mass stars expel metal-enriched material in winds and outflows, ultimately producing planetary nebulae1,2. The ejected material is expected to fragment and mix into the interstellar medium (ISM), but this final assimilation step has been difficult to observe directly3,4. Here we report evidence for this process in the form of 22 bow shocks in the eastern outskirts of the Helix Nebula, detected in Hα emission with the partially completed MOTHRA telescope. Unlike the large-scale wind–ISM bow shocks commonly observed around evolved stars5, 6–7, the shocks are compact and associated with individual clumps of gas. Going outward from the central star, the radius of curvature Rc decreases by a factor of roughly 102 over the radial range r = 0.4–1.4 pc. This is accompanied by a morphological transition from thin, well-defined bows to fuzzy, patchy structures. We interpret these changes as progressive stripping and fragmentation of asymptotic giant branch-shell remnants as they interact with the ISM. The slope of the observed Rc–r relation implies a loss of fragment coherence on a timescale of roughly 104 years, providing a rare direct constraint on the timescale for disruption and entrainment of fragmented stellar ejecta into the ISM8,9. Shocks in the eastern outskirts of the Helix Nebula, detected in Hα emission with the MOTHRA telescope, provide evidence for the recycling of fragmented stellar ejecta into the surrounding gas.",semanticscholar,0
Species intraspecific variation drives tropical forest drought resistance,https://www.nature.com/articles/s41586-026-10870-4,Nature,2026-08-12 00:00:00 UTC,2026-08-12 00:00:00+00:00,10.1038/s41586-026-10870-4,María Uriarte,"Severe droughts are increasingly driving tree mortality, yet predicting forest resilience remains limited by a lack of understanding of within-species variation in drought resistance1-4. Although hydraulic traits such as embolism resistance are central to drought survival, studies conducted primarily in temperate regions have reported little intraspecific variation5-12, implying that there are evolutionary constraints in the adaptive potential of tree species. Here we test this assumption using a dataset comprising 11 hydraulic traits for 290 trees representing 18 species collected along Puerto Rico's fourfold rainfall gradient (1,000 to 4,000 mm per year). We find that substantial intraspecific variation, together with species turnover, drives coordinated shifts in drought resistance across the gradient. Most species exhibit substantially more embolism resistance and wider stomatal safety margins in drier forests, demonstrating a considerable level of intraspecific variation in tropical trees and a mechanism for adaptation to increasingly dry conditions. Species lacking such trait variability may be highly vulnerable under a future drier climate. Incorporating both interspecific and intraspecific trait variation into predictive models will advance our ability to forecast forest resilience to intensifying droughts.",pubmed,0
Structural mechanism governing the directionality of bridge recombination,https://www.nature.com/articles/s41586-026-10903-y,Nature,2026-08-12 00:00:00 UTC,2026-08-12 00:00:00+00:00,10.1038/s41586-026-10903-y,Hiroshi Nishimasu,"Abstract
                  
                    Bridge recombinases from the IS110 family of transposons, such as IS621, associate with a bridge RNA (bRNA) to mediate programmable recombination between donor DNA and target DNA
                    1,2
                    . Although insertion is mediated by the recombinase–bRNA complex, it remains unknown how IS621 elements are excised from host genomes to form the circular DNA intermediates required for transposition. Here we show that bRNA is weakly expressed from IS621 loci in the
                    Escherichia coli
                    genome and that the IS621 recombinase–bRNA complex mediates excision less efficiently than insertion. Furthermore, we present the cryo-electron microscopy structures of the IS621 recombinase–bRNA complex bound to excision DNA substrates, providing mechanistic insights into the excision reaction. Similar to the previously reported donor- and target-bound insertion complex
                    2
                    , the excision complex comprises two recombinase dimers, each accommodating the target- and donor-binding loops of the bRNA. However, DNA recognition differs notably between the two complexes. Although the donor and target DNAs form a bent U-shape during insertion
                    2
                    , the excision substrates adopt linear conformations and bind across both bRNA loops, forming an X-shaped structure. This geometry reduces the efficiency of top-strand exchange and contributes to the naturally observed bias favouring insertion over excision. Despite these differences, the efficiencies of both reactions are similarly modulated by base pairing between specific dinucleotides in the bRNA, termed handshake guides, and the top strands of the DNA substrates. Overall, this study provides mechanistic insights into the complete IS110 transposition cycle and facilitates the optimal design of programmable bridge-editing applications.",crossref,0
Neural basis of compositional control,https://www.nature.com/articles/s41586-026-10896-8,Nature,2026-08-12 00:00:00 UTC,2026-08-12 00:00:00+00:00,10.1038/s41586-026-10896-8,Benjamin Y. Hayden,"Naturalistic goal-directed behaviour often involves continuous actions directed at dynamically changing goals1-3. Just as microeconomics serves as a rigorous foundation for discrete choices, control theory can serve as a foundation for understanding choice in continuous ones3,4. In continuous contexts, behaviour is composed of blends of goals, and the closest analogue to choice is a strategic reweighting of goal-specific control policies5,6. Here, to understand the algorithmic and neural bases of continuous choice, we examined behaviour and brain activity in humans performing a continuous prey-pursuit task7. Using a newly developed control-theoretic decomposition of behaviour, we find that pursuit strategies are well described by a meta-controller dictating a mixture of lower-level controllers, each linked to specific pursuit goals. Neurons in the anterior cingulate cortex predict major changes in policy blends, whereas hippocampal neurons encode and update the latent policy state supporting early planning. Meanwhile, orbitofrontal cortex activity is consistent with an encoding of the current value structure of the task, rather than policy switching. Together these results are consistent with a tripartite functional division in which hippocampus serves as a state-estimating controller, anterior cingulate cortex serves as a meta-controller, and orbitofrontal cortex provides a value context signal.",pubmed,0
Degree-of-polarization modulation for high-dimensional optical computing,https://www.nature.com/articles/s41586-026-10891-z,Nature,2026-08-12 00:00:00 UTC,2026-08-12 00:00:00+00:00,10.1038/s41586-026-10891-z,Davide Pierangeli,"Abstract
                  
                    Spatial light modulation is a cornerstone of modern photonics. Crucial advances in photonic information processing
                    1–3
                    rely on the spatial manipulation of the optical phase
                    4–12
                    and state of polarization (SOP)
                    13–27
                    . The degree of polarization (DOP)
                    28–30
                    is a fundamental property that can serve as an extra resource. However, no technology exists at present that can spatially modulate the DOP in a programmable manner
                    31–34
                    . Here we demonstrate spatial DOP modulation, thereby achieving control over a new degree of freedom of light. By engineering the polarization statistics at the micrometre scale with a phase-only spatial light modulator, we realize more than 1,024 spatial modes with fully programmable SOP and DOP. This structured light, sculpted in its polarization content to arbitrary shapes, enables direct encoding of information in a high-dimensional space. We encode colour images into a single-wavelength laser by using a one-to-one mapping between the red–green–blue space and the volume of the Poincaré sphere. Polarization colours expand the dimensionality of optical computing and encryption schemes, as demonstrated by (1) fully parallel photonic classification of colour images by a high-dimensional photonic neural network and (2) high-security multidimensional optical encryption. These approaches to optical processing of high-dimensional data highlight the opportunities enabled by DOP modulation in photonics, cryptography and computing.",crossref,0
